SAMPLING EVENT IDENTIFIER,COMMON NAME,OBSERVATION COUNT
S80622319,Dark-eyed Junco,3
S80622319,White-crowned Sparrow,2
S80622319,Great Egret,1
S80622319,Steller's Jay,1
S80622319,American Coot,4
S80622319,California Scrub-Jay,1
S80622319,California Towhee,2
S80622319,Chestnut-backed Chickadee,1
S80622319,Bufflehead,1
S80622319,American Robin,4
S80622319,Ruby-crowned Kinglet,1
S80622319,Anna's Hummingbird,5
S80622319,Black Phoebe,1
S80622319,Western Gull,2
S80622319,Snowy Egret,3
S80622319,Whimbrel,1
S80622319,American Crow,2
S80668098,Mallard,12
S80668098,Dark-eyed Junco,3
S80668098,Ruby-crowned Kinglet,4
S80668098,Bewick's Wren,1
S80668098,California Scrub-Jay,6
S80668098,Oak Titmouse,3
S80668098,Common Raven,1
S80668098,Yellow-rumped Warbler,1
S80668098,Fox Sparrow,1
S80668098,California Towhee,2
S80668098,Spotted Towhee,1
S80668098,California Quail,1
S80668098,Lesser Goldfinch,2
S80668098,Pine Siskin,40
S80668098,Hermit Thrush,3
S80668098,American Robin,2
S80668098,Song Sparrow,2
S80668098,Acorn Woodpecker,12
S80668098,Golden-crowned Sparrow,18
S80668098,Turkey Vulture,1
S80668098,Steller's Jay,8
S80668098,White-breasted Nuthatch,1
S80637422,Eastern Bluebird,4
S80637422,Pine Warbler,1
S80637422,Yellow-bellied Sapsucker,1
S80637422,Downy Woodpecker,1
S80637422,Carolina Chickadee,2
S80637422,White-breasted Nuthatch,2
S80637422,American Goldfinch,5
S80637422,Northern Mockingbird,1
S80637422,Blue Jay,2
S80637422,Black Vulture,15
S80637422,Red-bellied Woodpecker,3
S80637422,Dark-eyed Junco,45
S80637422,European Starling,2
S80637422,Pine Siskin,2
S80637422,Ring-billed Gull,1
S80637422,Yellow-rumped Warbler,6
S80637422,Red-winged Blackbird,1
S80637422,Turkey Vulture,12
S80637422,Carolina Wren,2
S80637422,House Finch,8
S80637422,American Robin,2
S80637422,American Crow,6
S80637422,Mourning Dove,3
S80637422,Tufted Titmouse,3
S80637422,Northern Cardinal,1
S80637422,White-throated Sparrow,5
S80669770,Hooded Merganser,2
S80669770,Gadwall,43
S80669770,Carolina Chickadee,1
S80669770,Fish Crow,2
S80669770,House Finch,2
S80669770,Great Blue Heron,1
S80669770,Eastern Bluebird,3
S80669770,Turkey Vulture,1
S80669770,Mallard,10
S80669770,Mourning Dove,5
S80669770,European Starling,11
S80669770,White-throated Sparrow,1
S80669770,American Crow,7
S80669770,Northern Mockingbird,1
S80669770,Canada Goose,65
S80432420,Song Sparrow,1
S80432420,Common Goldeneye,7
S80432420,Northern Pintail,7
S80432420,Turkey Vulture,2
S80432420,Green-winged Teal,30
S80432420,Greater/Lesser Scaup,100
S80432420,Red-tailed Hawk,2
S80432420,Say's Phoebe,2
S80432420,Black Phoebe,3
S80432420,Marbled Godwit,3
S80432420,Lesser Yellowlegs,1
S80432420,Savannah Sparrow,11
S80432420,Ring-billed Gull,12
S80432420,Dunlin,3
S80432420,Iceland Gull,1
S80432420,Northern Shoveler,8
S80432420,Anna's Hummingbird,2
S80432420,White-crowned Sparrow,10
S80432420,Greater Yellowlegs,6
S80432420,Great Egret,1
S80432420,American Crow,2
S80432420,Double-crested Cormorant,3
S80432420,Greater Scaup,10
S80432420,Rock Pigeon,15
S80432420,peep sp.,40
S80432420,Clark's Grebe,1
S80432420,Least Sandpiper,4
S80432420,Common Yellowthroat,2
S80432420,Ruddy Duck,4
S80432420,Bufflehead,6
S80432420,California Gull,2
S80432420,Black-necked Stilt,4
S80432420,Spotted Sandpiper,2
S80432420,Canada Goose,2
S80432420,Willet,35
S80432420,American Wigeon,6
S80432420,Larus sp.,100
S80461071,Cooper's Hawk,1
S80431265,Say's Phoebe,1
S80431265,Willet,30
S80431265,White-tailed Kite,1
S80431265,American Wigeon,18
S80431265,Black-necked Stilt,4
S80431265,Double-crested Cormorant,1
S80431265,Ring-billed Gull,2
S80431265,Common Goldeneye,1
S80431265,Black Phoebe,1
S80431265,Bufflehead,2
S80431265,American Avocet,115
S80431265,Common Raven,1
S80431265,Pacific Golden-Plover,1
S80431265,Greater Yellowlegs,1
S80493977,European Starling,7
S80493977,American Kestrel,1
S80493977,Nuttall's Woodpecker,1
S80493977,California Scrub-Jay,2
S80493977,Cassin's Kingbird,1
S80493977,Golden Eagle,1
S80493977,Say's Phoebe,1
S80493977,Red-tailed Hawk,1
S80493977,Hutton's Vireo,1
S80573786,Tufted Titmouse,1
S80573786,Eastern Bluebird,4
S80573786,House Finch,4
S80573786,Pine Warbler,1
S80573786,Red-bellied Woodpecker,1
S80573786,Northern Cardinal,1
S80573786,White-throated Sparrow,3
S80573786,Brown-headed Cowbird,1
S80573786,Dark-eyed Junco,6
S80573786,Carolina Chickadee,1
S80573786,Carolina Wren,2
S80573786,Mourning Dove,2
S80573786,Downy Woodpecker,1
S80573786,Red-breasted Nuthatch,1
S80627854,Downy Woodpecker,1
S80627854,Northern Cardinal,3
S80627854,Red-bellied Woodpecker,1
S80627854,Mourning Dove,3
S80663893,Pine Siskin,7
S80663893,Mourning Dove,6
S80663893,Dark-eyed Junco,3
S80663893,Steller's Jay,1
S80663893,Red-breasted Nuthatch,1
S80663893,Golden-crowned Sparrow,1
S80663893,American Robin,8
S80663893,Pygmy Nuthatch,4
S80636629,Song Sparrow,4
S80636629,American Crow,1
S80636629,Carolina Chickadee,1
S80636629,Blue Jay,2
S80636629,Carolina Wren,2
S80703836,California Towhee,2
S80703836,Golden-crowned Sparrow,3
S80703836,Mourning Dove,2
S80703836,Song Sparrow,1
S80703836,American Crow,4
S80703836,Oak Titmouse,1
S80703836,Dark-eyed Junco,1
S80703836,Lesser Goldfinch,4
S80703836,White-crowned Sparrow,16
S80703836,Pine Siskin,1
S80703836,House Finch,2
S81200318,Northern Pintail,X
S81200318,Common Goldeneye,X
S81200318,Gadwall,X
S81200318,Western Gull,X
S81200318,American Coot,X
S81200318,Canvasback,X
S81200318,Snowy Egret,X
S81200318,Short-billed/Long-billed Dowitcher,X
S81200318,Great Blue Heron,X
S81200318,Canada Goose,X
S81200318,Ruddy Duck,X
S81200318,Double-crested Cormorant,X
S81200318,Greater/Lesser Scaup,X
S81200318,California Gull,X
S81200318,Dunlin,X
S81200318,Anna's Hummingbird,2
S81200318,Greater Yellowlegs,X
S81200318,Cinnamon Teal,X
S81200318,Say's Phoebe,X
S81200318,Bufflehead,X
S81200318,Long-billed Curlew,X
S81200318,Marbled Godwit,X
S81200318,Northern Shoveler,X
S81200318,Willet,X
S81200318,Green-winged Teal,X
S81200318,American Wigeon,X
S81200318,Mallard,X
S81200318,Least Sandpiper,X
S81200318,Great Egret,X
S80624842,Blue Jay,2
S80624842,Tufted Titmouse,1
S80624842,Eastern Phoebe,1
S80624842,Red-bellied Woodpecker,1
S80624842,Carolina Chickadee,2
S80624842,White-breasted Nuthatch,2
S80624842,Eastern Bluebird,1
S80624842,Carolina Wren,2
S80624842,Dark-eyed Junco,20
S80624842,House Finch,2
S80624842,Northern Cardinal,4
S80624842,sparrow sp.,1
S80624842,Turkey Vulture,80
S80624842,Black Vulture,6
S80624842,American Robin,10
S80722034,White-breasted Nuthatch,1
S80722034,House Finch,3
S80722034,Carolina Chickadee,3
S80722034,Downy Woodpecker,3
S80722034,Carolina Wren,1
S80722034,Fox Sparrow,1
S80722034,Tufted Titmouse,3
S80722034,American Goldfinch,8
S80722034,Song Sparrow,1
S80722034,Purple Finch,9
S80722034,Red-bellied Woodpecker,2
S80722034,White-throated Sparrow,6
S80722034,Dark-eyed Junco,15
S80722034,Northern Cardinal,16
S80722034,Turkey Vulture,1
S80722034,Sharp-shinned Hawk,1
S80722034,Blue Jay,1
S80722034,Brown-headed Cowbird,26
S80444119,European Starling,4
S80444119,Northern Flicker,2
S80444119,American Robin,6
S80444119,California Scrub-Jay,3
S80444119,Bushtit,11
S80444119,Black Phoebe,2
S80444119,House Finch,7
S80444119,Turkey Vulture,1
S80444119,Eurasian Collared-Dove,3
S80444119,White-crowned Sparrow,26
S80444119,Northern Mockingbird,3
S80444119,Barn Owl,1
S80444119,Anna's Hummingbird,2
S80444119,Loggerhead Shrike,1
S80444119,Western Meadowlark,4
S80444119,Ruby-crowned Kinglet,4
S80444119,California Towhee,3
S80444119,Golden-crowned Sparrow,4
S80444119,Red-tailed Hawk,2
S80444119,Yellow-rumped Warbler,5
S80444119,American Kestrel,1
S80304867,Northern Cardinal,4
S80304867,White-breasted Nuthatch,1
S80304867,Tufted Titmouse,3
S80304867,sparrow sp.,10
S80304867,Red-bellied Woodpecker,1
S80304867,White-crowned Sparrow,4
S80304867,Song Sparrow,3
S80304867,Red-tailed Hawk,1
S80304867,Carolina Wren,1
S80304867,Blue Jay,2
S80304867,Downy Woodpecker,2
S80304867,Northern Mockingbird,1
S80304867,Carolina Chickadee,1
S80304867,American Goldfinch,1
S80304867,House Finch,4
S80304867,European Starling,5
S80304867,White-throated Sparrow,6
S80304867,Mourning Dove,5
S80416102,Killdeer,3
S80416102,Tundra Swan,2
S80416102,American Crow,2
S80416102,Song Sparrow,4
S80416102,Northern Shoveler,1
S80416102,Common Grackle,2
S80416102,Savannah Sparrow,2
S80416102,Red-winged Blackbird,100
S80416102,Northern Harrier,4
S80416102,European Starling,50
S80416102,Red-tailed Hawk,3
S80416102,American Kestrel,3
S80275265,Red-bellied Woodpecker,2
S80275265,Red-breasted Nuthatch,1
S80275265,European Starling,4
S80275265,Bufflehead,1
S80275265,Hermit Thrush,1
S80275265,Mallard,60
S80275265,Eastern Phoebe,1
S80275265,Blue Jay,3
S80272320,Long-billed Curlew,1
S80272320,Short-billed Gull,30
S80272320,Lesser Goldfinch,1
S80272320,Double-crested Cormorant,11
S80272320,Brown-headed Cowbird,1
S80272320,American Kestrel,1
S80272320,House Sparrow,1
S80272320,Bufflehead,10
S80272320,Common Raven,12
S80272320,Western Meadowlark,4
S80272320,Western Grebe,3
S80272320,California Gull,4
S80272320,Brown Pelican,1
S80272320,Willet,7
S80272320,Rock Sandpiper,1
S80272320,California Towhee,4
S80272320,American Coot,20
S80272320,Rock Pigeon,12
S80272320,American Crow,4
S80272320,Black Phoebe,2
S80272320,Bushtit,2
S80272320,White-crowned Sparrow,18
S80272320,Black Oystercatcher,4
S80272320,Greater Yellowlegs,1
S80272320,Greater Scaup,25
S80272320,Mallard,5
S80272320,Pied-billed Grebe,1
S80272320,Whimbrel,1
S80272320,Eared Grebe,1
S80272320,Black-bellied Plover,1
S80272320,European Starling,8
S80272320,Anna's Hummingbird,2
S80272320,Savannah Sparrow,1
S80272320,House Finch,1
S80272320,American Avocet,4
S80272320,Lincoln's Sparrow,1
S80272320,Least Sandpiper,25
S80272320,Canada Goose,2
S80272320,Great Blue Heron,1
S80272320,Clark's Grebe,8
S80272320,Spotted Sandpiper,3
S80272320,American Wigeon,35
S80272320,Western Gull,120
S80272320,Golden-crowned Sparrow,3
S80333143,Canada Goose,X
S80333143,Eurasian Collared-Dove,X
S80333143,European Starling,1500
S80333143,House Sparrow,X
S99998481,Eurasian Collared-Dove,X
S99998481,House Sparrow,X
S99998481,European Starling,1500
S99998481,Canada Goose,X
S80473574,American Robin,1
S80473574,Tufted Titmouse,2
S80473574,House Sparrow,13
S80473574,Northern Mockingbird,1
S80473574,Turkey Vulture,1
S80473574,Dark-eyed Junco,2
S80473574,American Crow,7
S80614819,Dark-eyed Junco,2
S80614819,Common Raven,1
S80485907,Mallard,24
S80485907,Common Gallinule,7
S80485907,Double-crested Cormorant,3
S80485907,Ruddy Duck,7
S80485907,White-tailed Kite,2
S80485907,Anna's Hummingbird,3
S80485907,Great Blue Heron,2
S80485907,Gadwall,7
S80485907,European Starling,24
S80485907,Northern Shoveler,8
S80485907,Bald Eagle,1
S80485907,White-crowned Sparrow,8
S80485907,Black Phoebe,2
S80485907,Canada Goose,33
S80485907,Northern Harrier,1
S80485907,Red-winged Blackbird,3
S80485907,Snowy Egret,1
S80485907,American Crow,3
S80485907,American Coot,60
S80485907,Green-winged Teal,9
S80485907,Pied-billed Grebe,3
S80563857,Common Yellowthroat,1
S80563857,Song Sparrow,2
S80563857,Gadwall,2
S80563857,Ruby-crowned Kinglet,3
S80563857,Hermit Thrush,1
S80563857,Yellow-rumped Warbler,5
S80563857,Dark-eyed Junco,1
S80563857,House Sparrow,1
S80563857,House Finch,10
S80563857,Canada Goose,3
S80563857,Eurasian Collared-Dove,15
S80563857,Turkey Vulture,4
S80563857,American Crow,6
S80563857,California Towhee,2
S80563857,Bald Eagle,2
S80563857,Ring-billed Gull,30
S80563857,Black-crowned Night-Heron,60
S80563857,Lincoln's Sparrow,1
S80563857,Forster's Tern,1
S80563857,Red-breasted Sapsucker,1
S80563857,Northern Mockingbird,1
S80563857,Nuttall's Woodpecker,1
S80563857,White-crowned Sparrow,15
S80563857,Chestnut-backed Chickadee,2
S80563857,Black Phoebe,3
S80563857,Anna's Hummingbird,2
S80563857,Ruddy Duck,6
S80563857,Mallard,100
S80563857,Rock Pigeon,2
S80563857,American Coot,25
S80563857,Peregrine Falcon,1
S80563857,European Starling,2
S80563857,Mallard (Domestic type),1
S80444591,Great Horned Owl,3
S80444591,Mallard,8
S80444591,American White Pelican,5
S80444591,Great Egret,2
S80444591,Red-tailed Hawk,1
S80444591,Anna's Hummingbird,3
S80676012,Pied-billed Grebe,1
S80676012,Mallard,2
S80676012,Double-crested Cormorant,2
S80676012,American Coot,40
S80676012,Bufflehead,20
S80452477,American Crow,1
S80452477,Northern Cardinal,6
S80452477,Dark-eyed Junco,6
S80452477,American Goldfinch,6
S80452477,White-throated Sparrow,1
S80452477,Red-bellied Woodpecker,1
S80677651,Common Raven,12
S80677651,Canyon Wren,1
S80677651,Accipiter sp.,1
S80677651,Red-tailed Hawk,1
S80675758,Eastern Bluebird,1
S80677451,Townsend's Solitaire,2
S80677451,American Coot,1
S80677451,American Robin,5
S80677451,Hermit Thrush,1
S80677451,American Wigeon,7
S80677451,Common Raven,1
S80677451,Mallard,1
S80677451,Ruby-crowned Kinglet,1
S80345498,falcon sp.,1
S80345498,Yellow-bellied Sapsucker,1
S80345498,Tufted Titmouse,1
S80345498,House Finch,2
S80345498,Eastern Bluebird,7
S80345498,Northern Cardinal,10
S80345498,Cedar Waxwing,10
S80345498,American Robin,20
S80345498,Northern Mockingbird,4
S80345498,American Kestrel,2
S80345498,White-breasted Nuthatch,1
S80345498,Red-winged Blackbird,14
S80345498,Dark-eyed Junco,15
S80345498,Northern Harrier,1
S80345498,Blue Jay,5
S80345498,European Starling,250
S80345498,Carolina Chickadee,6
S80345498,House Sparrow,15
S80345498,Barred Owl,1
S80345498,Cooper's Hawk,1
S80345498,Northern Flicker,6
S80345498,Common Grackle,15
S80345498,Savannah Sparrow,5
S80345498,American Crow,25
S80345498,Eurasian Collared-Dove,12
S80345498,Great-tailed Grackle,2
S80345498,passerine sp.,3
S80345498,White-throated Sparrow,1
S80345498,Carolina Wren,2
S80345498,American Goldfinch,10
S80345498,Eastern Meadowlark,6
S80345498,Pileated Woodpecker,1
S80345498,blackbird sp.,800
S80246024,Blue Jay,3
S80246024,Northern Cardinal,4
S80246024,Dark-eyed Junco,9
S80246024,Red-bellied Woodpecker,1
S80246024,American Goldfinch,3
S80525354,Red-breasted Nuthatch,2
S80525354,American Robin,2
S80525354,Forster's Tern,1
S80525354,Great Black-backed Gull,2
S80525354,Red-breasted Merganser,1
S80525354,Ring-billed Gull,45
S80525354,crow sp.,2
S80525354,Mourning Dove,1
S80525354,American Crow,2
S80525354,House Finch,6
S80525354,Bufflehead,6
S80525354,Greater Scaup,1
S80525354,White-throated Sparrow,1
S80525354,Blue Jay,1
S80525354,Brown Pelican,1
S80525354,House Sparrow,2
S80525354,Rock Pigeon,2
S80525354,Song Sparrow,2
S80525354,European Starling,2
S80525354,Double-crested Cormorant,3
S80525354,Carolina Chickadee,2
S80525354,Surf Scoter,2
S80480509,Red-bellied Woodpecker,1
S80480509,House Finch,12
S80480509,Pileated Woodpecker,1
S80480509,Carolina Chickadee,2
S80480509,Northern Cardinal,35
S80480509,European Starling,8
S80480509,Eastern Bluebird,12
S80480509,Downy Woodpecker,1
S80480509,Tufted Titmouse,2
S80480509,Northern Mockingbird,3
S80480509,White-throated Sparrow,6
S80480509,Song Sparrow,1
S80480509,House Sparrow,14
S80480509,Turkey Vulture,1
S80480509,Carolina Wren,4
S80480509,American Robin,8
S80480509,Mourning Dove,1
S83115845,European Starling,20
S83115845,House Sparrow,1
S80557821,Common Grackle,1
S80557821,Northern Mockingbird,4
S80557821,Double-crested Cormorant,10
S80557821,Bufflehead,33
S80557821,Song Sparrow,2
S80557821,Common Loon,1
S80557821,Brown Pelican,5
S80557821,Lesser Black-backed Gull,1
S80557821,Surf Scoter,1
S80557821,Great Black-backed Gull,3
S80557821,House Finch,2
S80557821,European Starling,1
S80557821,Ring-billed Gull,26
S80478958,Cackling Goose,1
S80478958,Canada Goose,7
S80478958,Western Gull,2
S80521366,American Pipit,1
S80521366,Herring x Glaucous-winged Gull (hybrid),2
S80521366,Blue-gray Gnatcatcher,1
S80521366,Willet,16
S80521366,Herring Gull,6
S80521366,California Gull,220
S80521366,Bewick's Wren,1
S80521366,Glaucous-winged Gull,6
S80521366,American Kestrel,2
S80521366,Surf Scoter,20
S80521366,Eurasian Collared-Dove,2
S80521366,Common Raven,8
S80521366,Western Gull,2
S80521366,Anna's Hummingbird,2
S80521366,White-tailed Kite,1
S80521366,Rock Pigeon,40
S80521366,Savannah Sparrow,3
S80521366,Say's Phoebe,1
S80521366,Black Phoebe,1
S80521366,European Starling,5
S80521366,White-crowned Sparrow,2
S80521366,House Finch,6
S80468266,American Crow,9
S80468266,Snowy Egret,6
S80468266,Canada Goose,4
S80468266,Ring-billed Gull,3
S80468266,Lesser Scaup,1
S80468266,Eared Grebe,2
S80468266,American Coot,6
S80468266,Green-winged Teal,1
S80468266,Say's Phoebe,1
S80468266,Bufflehead,26
S80468266,American Wigeon,36
S80468266,Pied-billed Grebe,1
S80468266,European Starling,3
S80468266,Glaucous-winged Gull,1
S80468266,Greater Scaup,15
S80468266,Least Sandpiper,15
S80468266,Dunlin,1
S80468266,Anna's Hummingbird,1
S80468266,Great Blue Heron,1
S80468266,Ruby-crowned Kinglet,1
S80468266,Double-crested Cormorant,1
S80468266,Long-billed Curlew,1
S80468266,Spotted Sandpiper,3
S80468266,Iceland Gull,1
S80468266,Black Oystercatcher,2
S80468266,Western Grebe,8
S80468266,Western Meadowlark,1
S80468266,Black-bellied Plover,3
S80468266,American Avocet,13
S80468266,Mallard,1
S80468266,Short-billed Dowitcher,1
S80468266,Horned Grebe,1
S80468266,Savannah Sparrow,4
S80468266,Rock Pigeon,7
S80468266,Willet,10
S80468266,Brown Pelican,4
S80468266,Killdeer,1
S80468266,White-crowned Sparrow,32
S80468266,Short-billed Gull,10
S80468266,Black-necked Stilt,6
S80468266,Northern Mockingbird,2
S80468266,Western Gull,40
S80468266,Ruddy Duck,43
S80468266,Whimbrel,1
S80615356,Fish Crow,1
S80615356,duck sp.,1
S80615356,Common Loon,1
S80615356,Surf Scoter,7
S80615356,Bonaparte's Gull,2
S80615356,Laughing Gull,1
S80615356,European Starling,11
S80615356,Ring-billed Gull,40
S80615356,Great Black-backed Gull,10
S80615356,Sanderling,2
S80615356,Northern Gannet,25
S80615356,Bufflehead,10
S80615356,Lesser Black-backed Gull,50
S80615356,Red-breasted Merganser,30
S80615356,American Crow,2
S80615356,Carolina Wren,1
S80615356,Red-throated Loon,2
S80615356,Double-crested Cormorant,100
S80584750,Belted Kingfisher,1
S80584750,Double-crested Cormorant,28
S80584750,Canada Goose,1
S80584750,Mallard,6
S80584750,Herring Gull,2
S80584750,Bufflehead,6
S80584750,Hooded Merganser,8
S80246132,Sanderling,3
S80246132,Bufflehead,20
S80246132,Lesser Black-backed Gull,1
S80246132,Bonaparte's Gull,2
S80246132,Surf Scoter,8
S80246132,Black Scoter,1
S80246132,Red-breasted Merganser,3
S80246132,Common Loon,1
S80246132,American Coot,1
S80246132,Herring Gull,1
S80246132,Great Black-backed Gull,2
S80246132,Brown Pelican,1
S80246132,Brant,2
S80246132,Double-crested Cormorant,4
S80246132,Ring-billed Gull,6
S80278924,Northern Harrier,1
S80278924,Northern Flicker,1
S80278924,Blue Jay,1
S80361731,American Robin,1
S80361731,Mourning Dove,2
S80361731,Cedar Waxwing,4
S80361731,Band-tailed Pigeon,21
S80361731,House Finch,10
S80361731,Acorn Woodpecker,2
S80530329,Mallard,1
S80530329,Lesser Goldfinch,4
S80530329,Pine Siskin,20
S80530329,House Finch,2
S80530329,Chestnut-backed Chickadee,2
S80530329,Dark-eyed Junco,1
S80530329,Ruby-crowned Kinglet,2
S80530329,Black Phoebe,2
S80530329,White-breasted Nuthatch,1
S80530329,Anna's Hummingbird,1
S80530329,Acorn Woodpecker,6
S80530329,Northern Flicker,1
S80530329,California Scrub-Jay,2
S80530329,Turkey Vulture,8
S80530329,Oak Titmouse,2
S80530330,Acorn Woodpecker,6
S80530330,Pine Siskin,20
S80530330,Ruby-crowned Kinglet,2
S80530330,Oak Titmouse,2
S80530330,Anna's Hummingbird,1
S80530330,White-breasted Nuthatch,1
S80530330,Black Phoebe,2
S80530330,Turkey Vulture,8
S80530330,House Finch,2
S80530330,California Scrub-Jay,2
S80530330,Chestnut-backed Chickadee,2
S80530330,Lesser Goldfinch,4
S80530330,Mallard,1
S80530330,Northern Flicker,1
S80530330,Dark-eyed Junco,1
S80391289,Northern Cardinal,5
S80391289,Dark-eyed Junco,7
S80391289,European Starling,2
S80391289,Red-bellied Woodpecker,1
S80391289,Blue Jay,6
S80391289,Downy Woodpecker,1
S80391289,Northern Mockingbird,1
S80391289,Carolina Chickadee,1
S80391289,House Sparrow,1
S80391289,Eastern Bluebird,1
S80391289,White-breasted Nuthatch,4
S80391289,American Goldfinch,1
S80391289,Hairy Woodpecker,1
