SAMPLING EVENT IDENTIFIER,LATITUDE,LONGITUDE,OBSERVATION DATE,TIME OBSERVATIONS STARTED,OBSERVER ID,DURATION MINUTES
S80429474,37.73731815677006,-122.41876195604735,2021-02-04,13:38:00,obs1946624,2.0
S88994747,37.73731815677006,-122.41876195604735,2021-02-04,13:38:00,obs2506473,2.0
S80621331,37.17165775677006,-119.77766685604735,2021-02-07,15:30:00,obs504501,37.0
S80556799,37.17165775677006,-119.77766685604735,2021-02-06,17:21:00,obs504501,19.0
S80686065,37.50127475677006,-122.22520765604735,2021-02-07,13:03:00,obs1299296,121.0
S80610144,37.74044905677006,-122.37316905604735,2021-02-07,12:21:00,obs1082190,57.0
S100791982,36.97350125677006,-122.01652075604734,2021-02-03,10:41:00,obs1476971,21.0
S80675943,37.23297345677006,-121.75513445604734,2021-02-08,09:14:00,obs244759,83.0
S80395206,37.422163856770055,-122.01504895604734,2021-02-03,16:30:00,obs1569210,90.0
S80612840,37.063945356770056,-76.04255845604735,2021-02-07,16:37:00,obs903550,15.0
S80340486,37.67114005677006,-79.10544695604734,2021-02-02,11:10:00,obs167659,20.0
S81245684,37.33060495677006,-121.81044155604734,2021-02-07,12:18:00,obs176649,54.0
S80614337,36.931886756770055,-76.18012325604734,2021-02-07,16:41:00,obs630761,32.0
S80414805,37.71583475677006,-89.20788785604735,2021-02-04,08:31:00,obs165598,
S83115865,37.273415056770055,-97.40103605604735,2021-02-07,16:30:00,obs856612,6.0
S80558762,36.931886756770055,-76.18012325604734,2021-02-06,07:58:00,obs1429527,28.0
S80618859,37.093660056770055,-113.51411165604735,2021-02-07,16:06:00,obs1121384,15.0
S80676988,37.17165775677006,-119.77766685604735,2021-02-08,16:03:00,obs504501,16.0
S91162986,37.36291575677006,-118.40045785604734,2021-02-06,06:50:00,obs149349,612.0
S80615325,37.20735655677006,-78.44579515604734,2021-02-07,17:22:00,obs2090410,4.0
S80336047,37.71583475677006,-89.20788785604735,2021-02-02,16:43:00,obs165598,19.0
S80546065,37.74044905677006,-122.37316905604735,2021-02-06,07:25:00,obs276807,40.0
S80547076,37.50127475677006,-122.22520765604735,2021-02-06,14:11:00,obs287486,21.0
S80479791,37.36105475677006,-90.02431285604735,2021-02-05,15:55:00,obs515389,10.0
S80493802,37.666962756770054,-121.68189885604734,2021-02-05,13:36:00,obs288062,18.0
S80493824,37.59021975677006,-121.60802995604735,2021-02-05,15:26:00,obs288062,238.0
S80680706,37.773339756770056,-122.46599485604735,2021-02-08,16:35:00,obs948171,82.0
S80765622,37.45671085677006,-122.44449435604734,2021-02-09,11:14:00,obs54836,28.0
S80430211,37.72626575677006,-79.36359785604735,2021-02-04,17:01:00,obs698415,
S80358065,37.69787575677006,-77.62617885604735,2021-02-02,08:05:00,obs50219,15.0
S80336156,37.80143675677006,-100.35101785604735,2021-02-02,16:59:00,obs1124113,30.0
S80433137,37.69787575677006,-77.62617885604735,2021-02-04,10:00:00,obs50219,35.0
S80386448,37.69787575677006,-77.62617885604735,2021-02-03,09:05:00,obs50219,20.0
S80532436,36.94648875677006,-85.15670205604734,2021-02-06,13:46:00,obs1223036,
S80541864,37.64841485677006,-113.51732785604734,2021-02-05,11:45:00,obs6231,25.0
S80543360,37.50820365677006,-121.81549485604734,2021-02-06,08:32:00,obs2045832,129.0
S80545144,37.093660056770055,-113.51411165604735,2021-02-06,08:55:00,obs351239,55.0
S80559710,36.91869315677006,-76.04196725604734,2021-02-06,14:15:00,obs678631,60.0
S80561643,37.585779556770056,-122.37203455604734,2021-02-06,15:15:00,obs593043,45.0
S80570879,37.50678475677006,-94.56382085604734,2021-02-07,06:16:00,obs854736,45.0
S80646194,37.410543256770055,-76.47734345604734,2021-02-08,11:01:00,obs526743,4.0
S80675446,37.15857475677006,-118.04073085604735,2021-02-08,10:59:00,obs283713,204.0
S80675447,37.15857475677006,-118.04073085604735,2021-02-08,10:59:00,obs129120,204.0
S80702926,37.523236356770056,-81.11211325604734,2021-02-09,11:32:00,obs56091,
S80342207,37.44479475677006,-121.91469365604735,2021-02-02,14:35:00,obs556524,5.0
S80531179,37.74044905677006,-122.37316905604735,2021-02-06,07:51:00,obs507417,57.0
S80430222,37.063945356770056,-76.04255845604735,2021-02-04,16:20:00,obs903550,30.0
S80315320,37.03396925677006,-94.50490475604734,2021-02-02,11:07:00,obs278374,
S80324786,36.96130335677006,-76.59206385604735,2021-02-02,14:52:00,obs1587911,27.0
S80434205,37.69357435677006,-77.44886295604735,2021-02-04,18:20:00,obs1282981,
S80462695,37.44535175677006,-122.12029085604735,2021-02-05,09:09:00,obs297721,10.0
S80791393,36.96398875677006,-122.00413085604734,2021-02-02,13:59:00,obs1125019,6.0
S80539810,37.746082556770055,-120.94769295604735,2021-02-06,12:13:00,obs886498,53.0
S80543106,37.163171756770055,-88.67279585604734,2021-02-06,15:11:00,obs18979,33.0
S80500884,37.71583475677006,-89.20788785604735,2021-02-06,06:47:00,obs165598,
S80501587,36.92772475677006,-76.01742285604735,2021-02-06,07:28:00,obs723135,40.0
S80501588,36.92772475677006,-76.01742285604735,2021-02-06,07:28:00,obs1930602,40.0
S80514444,37.19261635677006,-94.93661795604734,2021-02-06,10:08:00,obs1392336,5.0
S80603908,37.70094015677006,-97.28791185604734,2021-02-07,08:35:00,obs565926,20.0
S80656228,37.18866465677006,-80.28364735604734,2021-02-08,13:44:00,obs424773,
S80574570,36.92772475677006,-76.01742285604735,2021-02-07,07:18:00,obs723135,78.0
S80610536,37.71583475677006,-89.20788785604735,2021-02-07,07:00:00,obs435714,
S80670296,37.28429765677006,-121.93763935604734,2021-02-08,14:00:00,obs847001,
S80644809,37.19261635677006,-94.93661795604734,2021-02-08,09:34:00,obs1392336,7.0
S80727864,37.70094015677006,-97.28791185604734,2021-02-09,08:26:00,obs565926,20.0
S80683290,37.514690456770055,-77.81800675604734,2021-02-08,14:15:00,obs1676989,30.0
S80629953,37.093660056770055,-113.51411165604735,2021-02-07,13:30:00,obs409686,60.0
S87827747,37.50127475677006,-122.22520765604735,2021-02-01,,obs2013301,120.0
S80727598,37.50127475677006,-122.22520765604735,2021-02-09,13:34:00,obs1325221,100.0
S80539931,37.33060495677006,-121.81044155604734,2021-02-06,12:18:00,obs555815,50.0
S80686126,37.50127475677006,-122.22520765604735,2021-02-08,11:51:00,obs1299296,59.0
S80367099,37.09862475677006,-121.72112285604734,2021-02-02,13:15:00,obs112836,3.0
S80330363,37.186449456770056,-80.72276895604735,2021-02-02,09:57:00,obs424773,
S80335059,37.77527835677006,-122.38720235604734,2021-02-02,14:30:00,obs230349,31.0
S80440717,37.725260156770055,-119.63778795604735,2021-02-03,17:45:00,obs1238855,45.0
S80389152,37.661236456770055,-77.62717115604734,2021-02-03,17:18:00,obs630761,
S80400359,37.36105475677006,-90.02431285604735,2021-02-04,05:47:00,obs515389,14.0
S80443386,37.73731815677006,-122.41876195604735,2021-02-04,07:56:00,obs1174064,
S80407877,37.48688175677006,-84.56044185604735,2021-02-04,10:11:00,obs265721,5.0
S80465230,37.39276975677006,-121.96883385604734,2021-02-05,09:48:00,obs1387134,7.0
S80469215,37.266667756770055,-122.41317985604735,2021-02-05,09:37:00,obs1770502,90.0
S80490062,37.45671085677006,-122.44449435604734,2021-02-05,17:20:00,obs54836,44.0
S80503331,37.58706565677006,-77.56263355604734,2021-02-06,08:11:00,obs440760,15.0
S80512564,37.39917645677006,-79.91085725604734,2021-02-06,10:51:00,obs23140,
S80513563,36.90723975677006,-76.12265385604735,2021-02-06,10:42:00,obs377053,21.0
S80620989,37.36105475677006,-90.02431285604735,2021-02-07,17:53:00,obs515389,7.0
S80725192,37.49765475677006,-77.64547185604734,2021-02-09,15:30:00,obs2163211,60.0
S80727779,37.29631475677006,-121.91099285604734,2021-02-01,07:00:00,obs168076,60.0
S80728096,37.29631475677006,-121.91099285604734,2021-02-03,07:10:00,obs168076,50.0
S80689974,37.36105475677006,-90.02431285604735,2021-02-09,06:10:00,obs515389,19.0
S80279235,37.644560756770055,-78.76625945604734,2021-02-01,15:36:00,obs433441,5.0
S81514300,37.644560756770055,-78.76625945604734,2021-02-01,15:36:00,obs513753,5.0
S81938821,37.651178456770054,-103.56237655604734,2021-02-07,11:48:00,obs330986,330.0
S80336046,37.71583475677006,-89.20788785604735,2021-02-02,16:43:00,obs435714,19.0
S80260855,37.17165775677006,-119.77766685604735,2021-02-01,09:24:00,obs504501,38.0
S80419448,37.11618165677006,-113.57575955604734,2021-02-04,10:30:00,obs348030,79.0
S80440894,37.50127475677006,-122.22520765604735,2021-02-04,10:30:00,obs343821,90.0
S80593677,37.62213665677006,-76.54744435604734,2021-02-06,15:29:00,obs344943,
S80457051,37.17165775677006,-119.77766685604735,2021-02-05,07:16:00,obs504501,34.0
S80461065,37.06096445677006,-84.63335595604734,2021-02-03,18:00:00,obs1644106,
S80535037,37.50127475677006,-122.22520765604735,2021-02-06,09:24:00,obs1179079,53.0
S80525229,37.50127475677006,-122.22520765604735,2021-02-06,09:24:00,obs852730,53.0
S80536485,37.62213665677006,-76.54744435604734,2021-02-06,15:29:00,obs537663,
S80494711,37.113149756770056,-113.56893885604734,2021-02-05,17:04:00,obs556560,43.0
S80608006,37.67054605677006,-122.44717185604735,2021-02-07,11:26:00,obs56093,55.0
S80500079,37.68666695677006,-75.72464045604734,2021-02-05,09:00:00,obs567128,
S80467339,37.03023485677006,-121.06508785604734,2021-02-05,08:56:00,obs109940,98.0
S80571854,37.36291575677006,-118.40045785604734,2021-02-07,01:49:00,obs446156,5.0
S80571855,37.36291575677006,-118.40045785604734,2021-02-07,01:49:00,obs149349,5.0
S80584694,37.50127475677006,-122.22520765604735,2021-02-06,13:45:00,obs508802,140.0
S80622808,37.772937756770055,-120.87413605604735,2021-02-07,09:56:00,obs420606,154.0
S80725386,37.06096445677006,-84.63335595604734,2021-02-09,17:20:00,obs1646000,5.0
S80730094,37.30689485677006,-78.39135435604734,2021-02-09,15:29:00,obs630761,12.0
S80807201,37.01549275677006,-111.50251285604735,2021-02-06,09:50:00,obs324939,123.0
S80467998,37.78340235677006,-122.51498815604734,2021-02-05,08:22:00,obs551001,126.0
S80492542,37.50127475677006,-122.22520765604735,2021-02-05,10:18:00,obs282116,75.0
S80657318,37.26161775677006,-121.84687085604735,2021-02-08,10:14:00,obs776044,44.0
S80478321,37.06096445677006,-84.63335595604734,2021-02-05,13:20:00,obs1644106,190.0
S92692095,37.62054395677006,-89.20960075604734,2021-02-05,15:30:00,obs962864,
S80328625,37.369327756770055,-122.03279185604734,2021-02-02,13:11:00,obs819064,7.0
S101891991,36.92944035677006,-94.07964045604734,2021-02-02,07:54:00,obs278374,10.0
S80553641,37.253763756770056,-105.89256885604735,2021-02-06,10:39:00,obs651046,17.0
S80727180,37.250342356770055,-121.87350565604734,2021-02-09,13:34:00,obs469883,91.0
S80679909,37.50820365677006,-121.81549485604734,2021-02-04,08:00:00,obs355579,330.0
S80474264,37.60064485677006,-89.50426395604734,2021-02-05,09:57:00,obs507922,26.0
S80460897,37.06096445677006,-84.63335595604734,2021-02-04,13:50:00,obs1644106,60.0
S85395198,37.14432875677006,-93.28739985604734,2021-02-01,11:30:00,obs2166507,10.0
S80670262,37.06096445677006,-84.63335595604734,2021-02-08,12:54:00,obs1644106,69.0
S80613231,37.300680756770056,-118.32792485604735,2021-02-07,13:57:00,obs819349,2.0
S80480508,37.71583475677006,-89.20788785604735,2021-02-05,15:54:00,obs165598,20.0
S80370396,37.13806075677006,-122.12862485604734,2021-02-03,10:56:00,obs1793997,11.0
S80368342,36.931886756770055,-76.18012325604734,2021-02-03,13:03:00,obs377053,25.0
S80615737,37.01451805677006,-76.32380115604734,2021-02-07,17:32:00,obs630761,
S80285849,37.530979456770055,-77.23679085604735,2021-02-01,08:30:00,obs963454,
S80609207,37.75661375677006,-79.78789785604734,2021-02-07,14:08:00,obs788432,
S80672422,36.931886756770055,-76.18012325604734,2021-02-08,16:48:00,obs452726,13.0
S80739059,37.50127475677006,-122.22520765604735,2021-02-07,07:50:00,obs86410,75.0
S80478781,37.06096445677006,-84.63335595604734,2021-02-05,16:35:00,obs1646000,5.0
S80377706,37.21379075677006,-80.39520185604734,2021-02-03,15:16:00,obs1528016,
S80525788,37.50127475677006,-122.22520765604735,2021-02-06,09:45:00,obs323974,38.0
S80418648,37.511899756770056,-77.46502185604734,2021-02-04,13:37:00,obs1150525,
S80675704,37.00038635677006,-121.71542955604734,2021-02-07,09:48:00,obs189374,25.0
S80248259,37.353760656770056,-79.92797415604734,2021-02-01,09:32:00,obs424773,10.0
S80254138,37.353760656770056,-79.92797415604734,2021-02-01,09:32:00,obs23140,10.0
S80256478,37.353760656770056,-79.92797415604734,2021-02-01,11:39:00,obs447758,14.0
S80427669,37.54844395677006,-77.44756845604735,2021-02-04,16:09:00,obs235384,3.0
S80315532,37.75861425677006,-89.04953385604735,2021-02-02,11:22:00,obs353054,24.0
S80318952,37.67871875677006,-76.39370085604735,2021-02-02,13:34:00,obs803039,11.0
S80359361,37.75861425677006,-89.04953385604735,2021-02-03,09:12:00,obs353054,32.0
S80376889,37.70094015677006,-97.28791185604734,2021-02-02,09:07:00,obs565926,20.0
S80362246,37.353760656770056,-79.92797415604734,2021-02-03,11:30:00,obs353419,4.0
S80386840,36.931886756770055,-76.18012325604734,2021-02-03,16:15:00,obs366395,45.0
S80388826,37.39892975677006,-108.57336615604734,2021-02-02,16:48:00,obs286360,4.0
S80388829,37.39892975677006,-108.57336615604734,2021-02-02,16:48:00,obs825880,4.0
S80461690,37.75861425677006,-89.04953385604735,2021-02-05,10:27:00,obs353054,30.0
S80609515,37.77016235677006,-122.44202405604734,2021-02-07,13:10:00,obs1799037,
S80535450,37.10738045677006,-76.33867795604735,2021-02-06,11:32:00,obs773300,13.0
S80545796,37.10738045677006,-76.33867795604735,2021-02-06,17:09:00,obs1660321,13.0
S80603646,37.03232475677006,-92.08962285604734,2021-02-07,13:31:00,obs1661713,27.0
S80683131,37.00626545677006,-76.30801025604734,2021-02-06,13:50:00,obs17917,20.0
S80697348,37.69884195677006,-76.32984225604734,2021-02-07,06:50:00,obs841708,180.0
S80699715,37.203312856770054,-113.15771045604734,2021-02-09,07:13:00,obs169626,75.0
S80249528,36.97263305677006,-79.06701275604735,2021-02-01,08:10:00,obs198768,111.0
S87800210,37.50127475677006,-122.22520765604735,2021-02-09,,obs2013301,
S80411847,37.45671085677006,-122.44449435604734,2021-02-04,08:07:00,obs54836,24.0
S80648638,37.516228756770055,-122.19767085604734,2021-02-08,08:44:00,obs1032075,
S80715968,37.562144456770056,-77.54413305604734,2021-02-09,14:13:00,obs235384,40.0
S80313197,37.19261635677006,-94.93661795604734,2021-02-02,10:51:00,obs1392336,12.0
S80398176,37.41591375677006,-121.93982585604735,2021-02-03,10:15:00,obs1389775,5.0
S80405187,37.19261635677006,-94.93661795604734,2021-02-04,08:11:00,obs1392336,13.0
S80608610,37.54872555677006,-122.09800655604734,2021-02-07,10:47:00,obs533369,59.0
S80720010,37.244059756770056,-121.90058985604735,2021-02-09,13:05:00,obs2163253,
S80574571,36.92772475677006,-76.01742285604735,2021-02-07,07:18:00,obs1930602,78.0
S80578808,37.19261635677006,-94.93661795604734,2021-02-07,08:58:00,obs1392336,6.0
S80539932,37.33060495677006,-121.81044155604734,2021-02-06,12:18:00,obs358717,50.0
S80415141,37.40155505677006,-87.39685845604734,2021-02-04,09:36:00,obs129567,45.0
S80245494,37.550497756770056,-77.52820585604735,2021-02-01,08:33:00,obs160412,
S80397715,37.50127475677006,-122.22520765604735,2021-02-03,15:52:00,obs1299296,87.0
S80605585,37.67054605677006,-122.44717185604735,2021-02-07,11:26:00,obs155271,55.0
S80449480,37.129937156770055,-80.58543835604735,2021-02-05,07:48:00,obs60282,9.0
S80426097,37.453082556770056,-94.71251305604734,2021-02-04,14:04:00,obs1444683,45.0
S80273511,37.34687675677006,-76.59997455604734,2021-02-01,15:04:00,obs526743,
S80276797,37.153383856770056,-113.38832675604735,2021-02-01,11:30:00,obs268647,
S80277574,37.17176575677006,-79.72205185604734,2021-02-01,07:39:00,obs580824,502.0
S80350563,37.36105475677006,-90.02431285604735,2021-02-03,05:48:00,obs515389,13.0
S80366787,37.45671085677006,-122.44449435604734,2021-02-03,09:06:00,obs54836,35.0
S80317424,37.30506005677006,-78.38849885604735,2021-02-02,12:54:00,obs630761,19.0
S80339214,37.447120756770055,-122.16723885604735,2021-02-02,14:54:00,obs1693328,111.0
S80529439,36.973237256770055,-121.91380325604734,2021-02-05,,obs189374,
S80437211,37.541651456770055,-122.23772295604735,2021-02-04,16:50:00,obs1720689,
S80444312,37.49042645677006,-120.83024655604734,2021-02-04,16:45:00,obs934152,3.0
S80467506,37.50173705677006,-76.53636035604734,2021-02-05,13:38:00,obs498090,
S80596556,37.40152675677006,-122.41137885604735,2021-02-07,09:52:00,obs198558,5.0
S80499925,37.36105475677006,-90.02431285604735,2021-02-06,06:24:00,obs515389,7.0
S80511268,37.36105475677006,-90.02431285604735,2021-02-06,09:26:00,obs515389,11.0
S80610280,36.962367556770054,-121.77295505604734,2021-02-07,09:30:00,obs1606980,150.0
S80612509,37.37357475677006,-120.42929285604734,2021-02-07,08:45:00,obs1248073,165.0
S80669252,37.528896956770055,-80.98911405604734,2021-02-08,15:50:00,obs22393,20.0
S80641605,37.129937156770055,-80.58543835604735,2021-02-08,08:58:00,obs60282,8.0
S80556514,37.50127475677006,-122.22520765604735,2021-02-06,14:44:00,obs198558,100.0
S80310246,37.77678865677006,-122.14035765604734,2021-02-02,07:48:00,obs506822,22.0
S81260090,37.50127475677006,-122.22520765604735,2021-02-08,10:00:00,obs403144,60.0
S80291409,37.11618165677006,-113.57575955604734,2021-02-01,11:35:00,obs556560,
S80277018,36.92230175677006,-119.98079685604735,2021-02-01,07:24:00,obs196940,60.0
S80632433,37.73731815677006,-122.41876195604735,2021-02-07,,obs1946624,
S80270399,37.23297345677006,-121.75513445604734,2021-02-01,10:21:00,obs1294281,40.0
S80281874,37.17784295677006,-95.10186525604735,2021-02-01,15:09:00,obs556920,65.0
S80360767,37.17165775677006,-119.77766685604735,2021-02-03,07:11:00,obs504501,59.0
S80331200,37.06096445677006,-84.63335595604734,2021-02-02,16:30:00,obs1646000,15.0
S80433138,37.530979456770055,-77.23679085604735,2021-02-04,17:08:00,obs963454,100.0
S80457069,37.17165775677006,-119.77766685604735,2021-02-02,17:00:00,obs504501,15.0
S80468239,37.50127475677006,-122.22520765604735,2021-02-05,10:00:00,obs169708,51.0
S80600140,37.67054605677006,-122.44717185604735,2021-02-07,09:52:00,obs902809,60.0
S80599912,37.50127475677006,-122.22520765604735,2021-02-06,14:02:00,obs1299296,80.0
S80656587,37.64088675677006,-118.96834835604734,2021-02-08,06:50:00,obs956076,5.0
S80660838,37.24937735677006,-81.92744515604734,2021-02-08,14:10:00,obs895579,13.0
S80628049,36.97947475677006,-121.89969285604734,2021-02-07,02:00:00,obs2185435,60.0
S80726539,37.721080656770056,-122.50346225604734,2021-02-09,11:31:00,obs595824,70.0
S80733545,37.31264255677006,-122.04144955604734,2021-02-08,16:12:00,obs2179494,1.0
S80487126,37.772937756770055,-120.87413605604735,2021-02-05,10:23:00,obs245949,58.0
S81782988,37.560381756770056,-122.07743285604734,2021-02-07,07:30:00,obs2265043,120.0
S81604715,37.44479475677006,-121.91469365604735,2021-02-07,13:15:00,obs2236518,20.0
S80733033,37.07387395677006,-84.69004855604734,2021-02-08,17:41:00,obs1644106,24.0
S80611067,37.44479475677006,-121.91469365604735,2021-02-07,09:30:00,obs1447336,60.0
S80596548,37.44479475677006,-121.91469365604735,2021-02-07,09:30:00,obs1024826,30.0
S80501866,37.36105475677006,-90.02431285604735,2021-02-06,07:06:00,obs515389,33.0
S80717406,37.74044905677006,-122.37316905604735,2021-02-09,10:35:00,obs50889,70.0
S80672537,37.74044905677006,-122.37316905604735,2021-02-08,13:58:00,obs310313,32.0
S80672602,37.74044905677006,-122.37316905604735,2021-02-08,13:56:00,obs169762,40.0
S80310343,37.17165775677006,-119.77766685604735,2021-02-02,07:12:00,obs504501,60.0
S80553764,37.31475075677006,-105.87076585604734,2021-02-06,08:27:00,obs651046,9.0
